transaction_id,transaction_date,store_id,product_id,quantity,unit_price,discount_amount,total_amount
37311,2023-02-11,7,94,1,17.23,0.52,16.71
37312,2022-02-18,17,12,5,11.01,0.48,54.57
37313,2023-12-23,19,95,4,24.14,1.07,95.49
37314,2022-10-02,20,20,4,9.69,1.73,37.03
37315,2023-05-06,8,97,2,12.08,1.19,22.97
37316,2024-08-14,18,44,3,11.45,1.66,32.69
37317,2022-05-12,18,28,4,49.38,4.67,192.85
37318,2024-04-11,15,48,1,11.99,1.82,10.17
37319,2024-03-07,16,5,4,18.65,0.45,74.15
37320,2022-02-12,2,95,5,24.14,3.53,117.17
37321,2024-06-23,7,92,3,43.72,6.1,125.06
37322,2024-06-05,8,21,2,6.97,0.14,13.8
37323,2024-06-08,17,81,1,32.97,5.15,27.82
37324,2024-06-09,9,61,4,39.42,3.87,153.81
37325,2022-06-25,6,96,2,20.44,2.46,38.42
37326,2022-08-28,12,15,4,13.72,1.34,53.54
37327,2024-12-15,14,100,1,25.19,2.9,22.29
37328,2024-04-03,15,48,4,11.99,0.44,47.52
37329,2023-03-13,19,5,3,18.65,0.1,55.85
37330,2023-07-10,7,22,4,33.49,6.55,127.41
37331,2022-08-29,16,54,2,15.05,1.95,28.15
37332,2023-07-08,13,80,1,47.94,8.43,39.51
37333,2024-04-23,13,39,3,32.78,4.38,93.96
37334,2022-05-27,9,94,4,17.23,3.32,65.6
37335,2022-05-13,5,16,2,28.18,0.11,56.25
37336,2023-08-10,9,87,3,9.08,0.34,26.9
37337,2024-12-30,15,100,1,25.19,2.24,22.95
37338,2022-04-03,20,20,1,9.69,1.81,7.88
37339,2022-01-28,4,67,5,33.78,6.68,162.22
37340,2022-06-05,3,94,2,17.23,2.46,32.0
37341,2022-06-27,8,65,5,45.47,4.28,223.07
37342,2024-10-22,4,18,1,40.16,2.68,37.48
37343,2024-09-16,19,58,4,20.63,2.49,80.03
37344,2023-07-31,1,17,3,45.83,6.0,131.49
37345,2022-08-25,20,98,5,10.82,1.16,52.94
37346,2023-12-20,2,91,3,18.04,2.69,51.43
37347,2024-01-22,13,56,2,21.49,1.34,41.64
37348,2024-08-11,20,91,5,18.04,1.34,88.86
37349,2023-01-06,4,100,3,25.19,0.56,75.01
37350,2023-12-25,20,96,4,20.44,1.43,80.33
37351,2022-12-02,4,51,3,19.53,0.02,58.57
37352,2023-12-01,4,11,1,10.43,1.72,8.71
37353,2022-10-02,13,66,5,23.76,3.73,115.07
37354,2023-05-29,10,60,2,8.24,1.58,14.9
37355,2022-05-07,8,96,2,20.44,3.04,37.84
37356,2022-12-31,1,53,2,30.62,4.4,56.84
37357,2022-01-26,3,28,4,49.38,6.29,191.23
37358,2023-08-18,9,49,3,16.75,0.01,50.24
37359,2024-01-21,19,45,3,24.28,0.79,72.05
37360,2022-05-30,1,41,4,15.61,2.08,60.36
37361,2023-12-30,3,65,2,45.47,2.07,88.87
37362,2024-05-05,20,85,2,33.9,5.86,61.94
37363,2024-03-03,9,51,1,19.53,1.66,17.87
37364,2023-06-23,17,6,4,34.57,0.55,137.73
37365,2022-04-02,14,42,2,40.99,7.59,74.39
37366,2024-04-13,18,41,3,15.61,1.42,45.41
37367,2022-02-08,20,73,1,30.23,2.44,27.79
37368,2024-03-24,8,56,2,21.49,2.96,40.02
37369,2024-01-03,8,90,4,25.24,0.92,100.04
37370,2024-02-11,10,82,1,30.89,5.38,25.51
37371,2024-06-24,18,88,2,49.12,5.23,93.01
37372,2022-03-26,5,68,5,18.44,1.1,91.1
37373,2024-12-28,8,30,5,10.63,0.39,52.76
37374,2022-08-17,1,51,1,19.53,3.64,15.89
37375,2024-08-20,16,65,2,45.47,3.56,87.38
37376,2023-11-01,3,14,1,14.09,0.06,14.03
37377,2024-09-12,14,90,2,25.24,2.91,47.57
37378,2022-04-05,9,32,2,43.56,1.57,85.55
37379,2023-05-23,12,95,2,24.14,1.61,46.67
37380,2024-02-13,11,85,5,33.9,3.33,166.17
37381,2024-11-06,19,29,1,35.56,6.27,29.29
37382,2023-02-14,3,87,2,9.08,1.75,16.41
37383,2023-07-19,15,91,2,18.04,0.34,35.74
37384,2022-04-03,9,27,5,29.45,5.43,141.82
37385,2022-12-18,17,37,1,9.32,1.27,8.05
37386,2024-03-17,16,60,3,8.24,1.47,23.25
37387,2024-04-18,10,27,2,29.45,5.8,53.1
37388,2024-05-14,9,50,1,13.06,2.5,10.56
37389,2022-05-25,3,10,3,26.45,2.04,77.31
37390,2022-11-12,11,26,1,13.84,1.71,12.13
37391,2023-06-10,6,52,5,27.47,4.43,132.92
37392,2023-05-07,18,4,1,45.62,0.01,45.61
37393,2024-07-10,15,45,3,24.28,3.83,69.01
37394,2023-10-13,11,16,1,28.18,5.55,22.63
37395,2023-08-14,13,49,2,16.75,2.51,30.99
37396,2023-01-21,10,79,4,34.86,6.94,132.5
37397,2022-02-10,4,54,4,15.05,1.47,58.73
37398,2022-03-23,16,41,1,15.61,1.08,14.53
37399,2024-12-25,9,94,4,17.23,0.19,68.73
37400,2024-04-12,16,66,4,23.76,1.59,93.45
37401,2023-02-11,16,94,3,17.23,1.44,50.25
37402,2022-02-26,11,25,2,18.58,2.47,34.69
37403,2023-07-09,18,65,5,45.47,2.01,225.34
37404,2024-03-07,7,29,5,35.56,6.32,171.48
37405,2022-08-13,18,93,1,6.45,0.13,6.32
37406,2022-03-17,3,12,2,11.01,0.77,21.25
37407,2023-04-14,11,27,5,29.45,5.32,141.93
37408,2023-11-05,18,13,3,6.61,0.15,19.68
37409,2024-07-12,16,12,2,11.01,0.64,21.38
37410,2024-03-29,8,52,4,27.47,5.17,104.71
37411,2023-05-11,20,2,2,22.76,0.57,44.95
37412,2022-07-10,3,47,1,48.84,1.49,47.35
37413,2024-05-01,1,16,4,28.18,0.63,112.09
37414,2023-10-25,7,61,2,39.42,1.99,76.85
37415,2022-09-19,12,71,4,16.02,1.45,62.63
37416,2023-09-25,13,59,5,41.33,6.54,200.11
37417,2024-01-27,7,5,4,18.65,1.69,72.91
37418,2023-12-16,13,84,2,45.57,0.06,91.08
37419,2024-09-08,5,46,4,30.48,3.84,118.08
37420,2024-05-16,15,47,5,48.84,6.83,237.37
37421,2023-10-09,16,43,4,33.23,1.08,131.84
37422,2022-04-03,4,7,2,11.62,1.37,21.87
37423,2022-04-20,9,53,5,30.62,0.7,152.4
37424,2024-02-20,14,23,1,25.88,3.29,22.59
37425,2023-01-13,16,97,5,12.08,0.5,59.9
37426,2024-09-16,10,56,3,21.49,1.31,63.16
37427,2022-01-18,9,68,1,18.44,1.95,16.49
37428,2022-10-11,19,14,3,14.09,2.2,40.07
37429,2023-04-12,18,99,1,27.38,3.86,23.52
37430,2023-07-10,19,61,5,39.42,3.97,193.13
37431,2024-10-24,7,73,2,30.23,2.11,58.35
37432,2024-10-24,20,55,3,37.66,6.57,106.41
37433,2023-01-17,15,8,4,21.65,0.76,85.84
37434,2022-08-25,9,96,4,20.44,2.98,78.78
37435,2023-04-20,7,2,4,22.76,4.48,86.56
37436,2023-06-16,9,84,5,45.57,3.56,224.29
37437,2023-05-24,7,71,4,16.02,0.97,63.11
37438,2024-10-15,11,92,4,43.72,5.58,169.3
37439,2022-10-20,15,71,1,16.02,1.2,14.82
37440,2022-06-07,8,26,2,13.84,2.19,25.49
37441,2024-12-29,1,61,3,39.42,1.75,116.51
37442,2024-03-10,17,6,5,34.57,0.94,171.91
37443,2024-08-13,4,42,4,40.99,7.61,156.35
37444,2022-08-27,8,53,2,30.62,3.02,58.22
37445,2024-12-14,12,4,3,45.62,2.15,134.71
37446,2022-01-07,20,49,3,16.75,2.18,48.07
37447,2024-01-13,18,7,4,11.62,1.42,45.06
37448,2023-09-30,11,62,4,25.71,1.92,100.92
37449,2024-02-28,5,85,5,33.9,4.67,164.83
37450,2022-06-26,13,30,1,10.63,0.52,10.11
37451,2023-07-15,4,10,3,26.45,4.06,75.29
37452,2023-05-07,1,25,5,18.58,1.26,91.64
37453,2023-10-26,12,19,4,48.57,9.23,185.05
37454,2022-12-09,4,20,3,9.69,0.56,28.51
37455,2024-09-26,8,22,4,33.49,4.12,129.84
37456,2022-03-19,16,57,2,39.74,6.34,73.14
37457,2022-01-12,15,52,4,27.47,0.86,109.02
37458,2024-02-19,3,14,5,14.09,2.29,68.16
37459,2022-02-11,3,91,1,18.04,1.37,16.67
37460,2022-01-15,6,65,1,45.47,3.45,42.02
37461,2022-11-29,16,54,1,15.05,2.82,12.23
37462,2023-04-22,9,64,4,16.52,1.33,64.75
37463,2023-06-22,15,30,4,10.63,2.1,40.42
37464,2023-07-01,9,3,4,19.01,3.45,72.59
37465,2022-11-08,11,72,5,5.33,0.55,26.1
37466,2022-11-16,10,20,5,9.69,0.04,48.41
37467,2024-05-09,17,27,3,29.45,2.4,85.95
37468,2022-11-03,7,9,5,28.54,1.3,141.4
37469,2022-01-11,20,35,1,16.15,1.64,14.51
37470,2022-06-04,9,29,5,35.56,3.02,174.78
37471,2022-06-06,11,1,1,42.31,3.8,38.51
37472,2022-06-03,14,74,5,43.36,7.17,209.63
37473,2022-08-26,17,61,5,39.42,1.15,195.95
37474,2024-11-04,14,62,1,25.71,1.07,24.64
37475,2023-06-05,12,72,5,5.33,0.08,26.57
37476,2024-10-13,12,26,4,13.84,2.12,53.24
37477,2022-09-10,10,70,5,35.53,4.37,173.28
37478,2023-09-28,14,100,2,25.19,4.53,45.85
37479,2024-06-01,4,74,1,43.36,4.85,38.51
37480,2024-11-01,17,90,5,25.24,0.18,126.02
37481,2024-01-10,3,50,2,13.06,2.32,23.8
37482,2023-10-16,15,22,3,33.49,1.25,99.22
37483,2024-12-12,13,58,3,20.63,0.83,61.06
37484,2022-12-01,2,3,4,19.01,0.05,75.99
37485,2023-06-23,10,34,5,10.95,2.06,52.69
37486,2024-03-09,15,46,1,30.48,4.27,26.21
37487,2022-12-06,17,53,1,30.62,2.08,28.54
37488,2024-02-18,20,71,5,16.02,2.04,78.06
37489,2023-09-12,20,24,4,46.96,8.45,179.39
37490,2024-11-22,12,1,4,42.31,5.55,163.69
37491,2024-08-23,6,67,2,33.78,3.81,63.75
37492,2023-11-04,6,62,5,25.71,0.1,128.45
37493,2023-03-26,8,88,5,49.12,7.8,237.8
37494,2023-05-19,6,36,2,38.04,5.46,70.62
37495,2024-03-13,10,88,4,49.12,0.38,196.1
37496,2023-04-25,6,100,4,25.19,3.11,97.65
37497,2024-05-06,1,92,4,43.72,5.3,169.58
37498,2022-02-11,7,27,1,29.45,0.51,28.94
37499,2024-10-11,12,93,2,6.45,1.09,11.81
37500,2022-12-03,17,13,2,6.61,1.09,12.13
37501,2023-02-27,18,16,5,28.18,0.05,140.85
37502,2023-12-28,11,16,3,28.18,4.58,79.96
37503,2024-12-22,8,12,3,11.01,0.9,32.13
37504,2024-11-08,7,80,5,47.94,7.84,231.86
37505,2024-11-30,7,4,2,45.62,1.97,89.27
37506,2022-04-09,14,92,2,43.72,2.87,84.57
37507,2023-10-27,10,10,3,26.45,1.26,78.09
37508,2024-07-12,4,1,2,42.31,6.27,78.35
37509,2023-01-21,12,12,3,11.01,0.1,32.93
37510,2024-12-10,2,38,1,6.34,1.15,5.19
37511,2022-10-03,1,96,4,20.44,1.3,80.46
37512,2022-06-05,10,36,5,38.04,2.27,187.93
37513,2022-07-19,18,74,1,43.36,7.83,35.53
37514,2024-08-04,6,47,3,48.84,1.47,145.05
37515,2023-09-15,12,40,3,10.11,0.33,30.0
37516,2022-07-11,9,80,3,47.94,5.58,138.24
37517,2024-12-16,3,12,1,11.01,0.6,10.41
37518,2022-05-16,20,34,3,10.95,0.54,32.31
37519,2023-02-07,10,90,5,25.24,5.0,121.2
37520,2023-10-13,11,44,5,11.45,2.2,55.05
37521,2024-08-14,10,49,4,16.75,1.46,65.54
37522,2022-10-17,15,11,5,10.43,0.06,52.09
37523,2024-06-14,16,86,3,8.61,0.35,25.48
37524,2023-01-07,5,58,2,20.63,3.39,37.87
37525,2024-04-29,2,54,2,15.05,0.25,29.85
37526,2024-05-08,12,28,5,49.38,5.84,241.06
37527,2024-06-20,16,30,3,10.63,1.68,30.21
37528,2022-03-08,19,87,1,9.08,0.18,8.9
37529,2023-07-24,15,64,5,16.52,0.21,82.39
37530,2024-11-29,14,73,2,30.23,4.97,55.49
37531,2023-09-10,8,71,4,16.02,0.59,63.49
37532,2023-05-14,1,78,3,6.94,0.34,20.48
37533,2024-10-31,3,99,1,27.38,4.76,22.62
37534,2024-07-02,8,82,2,30.89,3.29,58.49
37535,2024-01-12,15,88,3,49.12,2.42,144.94
37536,2024-12-27,5,61,3,39.42,2.84,115.42
37537,2023-06-25,15,62,1,25.71,3.56,22.15
37538,2022-11-18,15,59,1,41.33,1.41,39.92
37539,2024-06-27,19,40,2,10.11,1.64,18.58
37540,2023-08-09,14,96,1,20.44,3.08,17.36
37541,2023-02-28,13,60,2,8.24,1.42,15.06
37542,2023-03-03,1,55,2,37.66,2.86,72.46
37543,2022-01-28,11,5,3,18.65,2.0,53.95
37544,2023-09-25,17,33,1,15.15,1.53,13.62
37545,2022-07-04,12,77,2,34.42,5.6,63.24
37546,2023-03-04,1,53,5,30.62,0.13,152.97
37547,2022-08-19,13,11,5,10.43,0.32,51.83
37548,2024-07-06,10,75,1,12.48,0.8,11.68
37549,2024-01-16,20,60,3,8.24,0.69,24.03
37550,2023-11-04,18,58,5,20.63,2.98,100.17
37551,2023-04-04,11,1,2,42.31,2.32,82.3
37552,2022-11-11,8,46,1,30.48,5.21,25.27
37553,2024-12-05,1,56,5,21.49,1.49,105.96
37554,2022-12-09,14,98,3,10.82,1.02,31.44
37555,2024-12-21,1,8,1,21.65,3.97,17.68
37556,2023-06-22,18,76,2,25.58,3.92,47.24
37557,2023-03-09,8,92,1,43.72,4.17,39.55
37558,2024-09-04,1,5,4,18.65,0.06,74.54
37559,2022-09-02,18,66,3,23.76,2.29,68.99
37560,2023-02-10,12,56,3,21.49,0.92,63.55
37561,2023-04-14,4,95,5,24.14,3.22,117.48
37562,2022-02-14,16,87,4,9.08,1.29,35.03
37563,2023-02-13,16,9,4,28.54,0.65,113.51
37564,2022-03-20,5,22,1,33.49,6.53,26.96
37565,2022-11-22,14,52,2,27.47,4.88,50.06
37566,2023-10-22,18,20,4,9.69,0.04,38.72
37567,2024-05-24,15,69,1,13.27,0.32,12.95
37568,2022-08-26,10,38,5,6.34,0.9,30.8
37569,2024-06-02,16,74,2,43.36,5.89,80.83
37570,2023-11-06,10,15,2,13.72,1.38,26.06
37571,2024-03-22,7,7,4,11.62,1.92,44.56
37572,2023-01-04,19,52,2,27.47,4.37,50.57
37573,2024-09-23,3,37,3,9.32,0.45,27.51
37574,2024-10-24,19,87,2,9.08,0.38,17.78
37575,2024-04-29,6,100,1,25.19,2.49,22.7
37576,2023-05-12,14,47,1,48.84,0.43,48.41
37577,2023-01-26,14,71,5,16.02,2.11,77.99
37578,2022-07-27,10,97,4,12.08,1.6,46.72
37579,2023-11-26,18,38,1,6.34,0.0,6.34
37580,2022-04-27,7,34,3,10.95,0.08,32.77
37581,2023-05-18,3,15,2,13.72,1.63,25.81
37582,2022-05-16,4,59,5,41.33,1.02,205.63
37583,2024-09-22,5,72,1,5.33,0.69,4.64
37584,2023-09-11,12,21,3,6.97,0.07,20.84
37585,2022-10-27,13,36,4,38.04,4.74,147.42
37586,2023-07-29,20,87,2,9.08,0.79,17.37
37587,2022-01-17,3,9,5,28.54,1.24,141.46
37588,2022-03-31,10,41,1,15.61,1.68,13.93
37589,2024-05-09,5,56,2,21.49,1.54,41.44
37590,2023-06-05,10,31,3,28.76,0.92,85.36
37591,2022-09-17,6,67,2,33.78,1.46,66.1
37592,2022-03-24,12,73,3,30.23,0.59,90.1
37593,2022-02-10,17,99,2,27.38,3.59,51.17
37594,2022-08-26,16,81,2,32.97,3.86,62.08
37595,2024-01-03,16,61,1,39.42,5.07,34.35
37596,2024-05-08,1,89,4,46.9,7.93,179.67
37597,2024-10-11,4,59,1,41.33,6.33,35.0
37598,2023-05-25,8,100,4,25.19,3.33,97.43
37599,2024-08-09,9,29,5,35.56,6.05,171.75
37600,2022-01-12,10,48,5,11.99,0.45,59.5
37601,2024-05-15,16,59,3,41.33,6.2,117.79
37602,2023-09-11,14,9,5,28.54,3.96,138.74
37603,2023-11-25,10,77,1,34.42,5.09,29.33
37604,2024-01-28,6,36,5,38.04,0.11,190.09
37605,2024-01-30,19,32,1,43.56,6.91,36.65
37606,2023-01-03,10,73,1,30.23,1.07,29.16
37607,2024-05-17,13,12,3,11.01,1.39,31.64
37608,2022-06-06,8,51,2,19.53,2.3,36.76
37609,2024-01-04,8,92,5,43.72,6.33,212.27
37610,2024-06-01,13,81,2,32.97,2.41,63.53
37611,2024-07-30,5,54,5,15.05,0.86,74.39
37612,2024-04-24,9,89,3,46.9,6.15,134.55
37613,2024-02-12,10,84,4,45.57,1.09,181.19
37614,2024-05-25,6,83,4,31.31,3.9,121.34
37615,2024-07-22,5,7,3,11.62,2.06,32.8
37616,2024-05-09,18,65,4,45.47,7.09,174.79
37617,2023-08-05,19,5,3,18.65,2.79,53.16
37618,2024-01-28,11,79,3,34.86,0.2,104.38
37619,2024-05-08,19,92,5,43.72,1.49,217.11
37620,2022-12-14,13,41,4,15.61,0.56,61.88
37621,2024-07-06,15,90,4,25.24,1.33,99.63
37622,2024-07-27,17,75,1,12.48,1.83,10.65
37623,2024-09-26,12,57,1,39.74,1.0,38.74
37624,2022-07-09,18,23,3,25.88,0.16,77.48
37625,2023-01-28,13,61,3,39.42,1.23,117.03
37626,2022-05-18,5,7,3,11.62,0.32,34.54
37627,2022-08-11,8,21,2,6.97,0.23,13.71
37628,2023-03-29,12,95,5,24.14,2.93,117.77
37629,2024-06-24,20,37,5,9.32,1.03,45.57
37630,2023-04-23,4,27,4,29.45,0.54,117.26
37631,2022-03-03,5,35,5,16.15,2.9,77.85
37632,2022-08-19,10,94,5,17.23,2.04,84.11
37633,2023-04-29,10,52,4,27.47,3.31,106.57
37634,2024-10-29,6,28,5,49.38,8.23,238.67
37635,2022-09-11,18,83,3,31.31,0.45,93.48
37636,2023-11-24,19,21,5,6.97,0.42,34.43
37637,2023-05-19,15,80,1,47.94,2.73,45.21
37638,2023-07-23,18,87,4,9.08,1.72,34.6
37639,2022-01-23,17,7,1,11.62,0.72,10.9
37640,2022-03-29,4,86,3,8.61,0.55,25.28
37641,2024-10-20,2,86,2,8.61,1.39,15.83
37642,2022-10-24,15,76,4,25.58,1.54,100.78
37643,2023-08-07,6,27,2,29.45,2.13,56.77
37644,2022-10-05,2,83,5,31.31,1.91,154.64
37645,2022-07-24,15,95,2,24.14,0.49,47.79
37646,2022-03-30,3,100,5,25.19,2.95,123.0
37647,2024-05-05,15,96,1,20.44,1.75,18.69
37648,2024-09-24,16,42,3,40.99,8.11,114.86
37649,2022-11-08,19,50,3,13.06,0.51,38.67
37650,2023-04-15,6,16,1,28.18,2.88,25.3
37651,2024-07-17,5,35,3,16.15,0.29,48.16
37652,2022-01-18,19,50,2,13.06,2.3,23.82
37653,2023-07-14,6,31,5,28.76,2.85,140.95
37654,2024-05-14,5,41,5,15.61,2.9,75.15
37655,2023-05-21,14,52,3,27.47,1.47,80.94
37656,2023-07-07,7,19,3,48.57,6.42,139.29
37657,2024-06-22,9,56,5,21.49,3.66,103.79
37658,2022-06-19,9,84,1,45.57,8.32,37.25
37659,2022-01-15,10,95,3,24.14,1.56,70.86
37660,2024-10-29,8,37,2,9.32,1.23,17.41
37661,2023-12-05,4,44,5,11.45,1.89,55.36
37662,2022-06-11,15,98,2,10.82,1.39,20.25
37663,2022-10-23,7,9,4,28.54,0.78,113.38
37664,2023-03-17,8,5,5,18.65,1.53,91.72
37665,2023-07-09,2,97,2,12.08,0.29,23.87
37666,2022-02-11,9,52,5,27.47,1.47,135.88
37667,2024-08-06,14,90,3,25.24,4.29,71.43
37668,2022-09-27,12,51,5,19.53,0.53,97.12
37669,2024-01-19,15,3,1,19.01,2.34,16.67
37670,2024-06-27,4,62,4,25.71,1.25,101.59
37671,2023-09-22,4,45,5,24.28,3.36,118.04
37672,2022-12-26,8,97,1,12.08,0.36,11.72
37673,2023-07-03,20,38,3,6.34,0.68,18.34
37674,2024-01-25,10,42,3,40.99,4.49,118.48
37675,2022-06-27,2,42,3,40.99,4.04,118.93
37676,2022-05-19,18,32,1,43.56,6.13,37.43
37677,2024-11-20,13,20,3,9.69,0.93,28.14
37678,2024-03-22,14,79,2,34.86,0.42,69.3
37679,2022-02-01,11,18,2,40.16,2.22,78.1
37680,2022-10-24,14,9,2,28.54,4.49,52.59
37681,2022-01-19,4,85,5,33.9,0.11,169.39
37682,2024-06-24,17,8,4,21.65,3.97,82.63
37683,2023-07-20,2,5,4,18.65,3.39,71.21
37684,2024-07-09,1,13,4,6.61,0.41,26.03
37685,2024-12-21,1,38,4,6.34,0.89,24.47
37686,2024-06-10,20,46,3,30.48,0.74,90.7
37687,2024-05-10,7,51,2,19.53,1.49,37.57
37688,2024-10-19,11,38,5,6.34,0.24,31.46
37689,2024-03-07,17,71,1,16.02,0.66,15.36
37690,2024-05-04,16,21,1,6.97,0.24,6.73
37691,2024-08-29,10,85,1,33.9,4.38,29.52
37692,2022-10-13,6,1,1,42.31,1.5,40.81
37693,2022-02-19,4,67,5,33.78,5.09,163.81
37694,2023-04-23,12,24,3,46.96,6.22,134.66
37695,2023-05-06,15,68,1,18.44,1.7,16.74
37696,2024-07-25,3,45,2,24.28,4.73,43.83
37697,2022-04-27,9,70,1,35.53,2.35,33.18
37698,2023-04-10,2,96,4,20.44,1.2,80.56
37699,2022-08-30,18,12,3,11.01,1.82,31.21
37700,2022-09-23,1,85,1,33.9,4.67,29.23
37701,2023-03-19,18,94,1,17.23,3.24,13.99
37702,2024-05-29,3,27,1,29.45,5.59,23.86
37703,2023-01-18,7,85,3,33.9,0.23,101.47
37704,2023-11-29,20,88,3,49.12,3.34,144.02
37705,2024-06-23,4,38,2,6.34,0.71,11.97
37706,2022-03-28,8,26,1,13.84,0.8,13.04
37707,2023-05-26,18,57,5,39.74,0.98,197.72
37708,2023-03-03,10,54,4,15.05,0.26,59.94
37709,2024-06-07,13,72,3,5.33,0.53,15.46
37710,2023-11-06,17,97,3,12.08,1.99,34.25
37711,2023-03-18,19,80,1,47.94,8.66,39.28
37712,2024-01-20,7,30,3,10.63,1.13,30.76
37713,2022-09-30,4,65,3,45.47,8.64,127.77
37714,2024-05-14,6,32,4,43.56,3.54,170.7
37715,2022-04-30,3,14,5,14.09,1.59,68.86
37716,2022-06-23,2,49,1,16.75,2.07,14.68
37717,2023-01-20,17,11,4,10.43,1.43,40.29
37718,2024-01-15,10,55,4,37.66,6.8,143.84
37719,2024-01-10,11,15,5,13.72,1.87,66.73
37720,2023-08-30,12,41,1,15.61,2.73,12.88
37721,2022-09-10,14,31,1,28.76,4.0,24.76
37722,2022-12-31,14,64,2,16.52,2.05,30.99
37723,2024-11-04,4,40,2,10.11,1.99,18.23
37724,2022-11-10,1,7,1,11.62,0.56,11.06
37725,2024-04-29,2,28,4,49.38,4.63,192.89
37726,2022-12-07,3,85,5,33.9,6.6,162.9
37727,2024-02-17,11,51,2,19.53,0.8,38.26
37728,2024-02-15,11,42,3,40.99,1.24,121.73
37729,2024-02-18,19,94,2,17.23,2.89,31.57
37730,2022-04-30,10,28,3,49.38,8.4,139.74
37731,2024-05-07,14,93,4,6.45,1.06,24.74
37732,2023-05-29,9,55,2,37.66,7.14,68.18
37733,2022-12-29,10,83,5,31.31,3.41,153.14
37734,2024-03-12,3,1,5,42.31,6.45,205.1
37735,2022-05-24,1,99,2,27.38,1.07,53.69
37736,2022-10-09,11,70,4,35.53,4.9,137.22
37737,2022-05-26,17,85,2,33.9,1.77,66.03
37738,2023-08-17,1,29,1,35.56,4.5,31.06
37739,2024-02-27,13,46,3,30.48,5.5,85.94
37740,2023-11-11,6,26,2,13.84,1.25,26.43
37741,2024-09-12,9,32,1,43.56,0.33,43.23
37742,2024-07-27,1,97,4,12.08,1.96,46.36
37743,2023-01-17,16,98,1,10.82,2.06,8.76
37744,2022-01-07,15,53,2,30.62,0.11,61.13
37745,2022-11-14,11,82,4,30.89,3.27,120.29
37746,2022-09-15,6,50,1,13.06,0.67,12.39
37747,2022-12-09,4,27,2,29.45,0.5,58.4
37748,2024-04-01,14,53,4,30.62,5.02,117.46
37749,2022-01-29,7,55,1,37.66,4.11,33.55
37750,2022-11-20,10,25,2,18.58,1.72,35.44
37751,2024-02-14,14,61,4,39.42,5.99,151.69
37752,2022-10-30,9,92,3,43.72,5.86,125.3
37753,2022-04-19,10,28,5,49.38,6.25,240.65
37754,2022-06-20,14,65,3,45.47,1.01,135.4
37755,2022-11-20,15,15,5,13.72,0.46,68.14
37756,2024-06-19,13,40,4,10.11,2.0,38.44
37757,2022-09-24,1,94,2,17.23,0.61,33.85
37758,2024-12-21,5,65,1,45.47,3.31,42.16
37759,2022-05-31,13,44,4,11.45,1.92,43.88
37760,2022-06-25,6,66,4,23.76,1.07,93.97
37761,2023-05-21,15,33,3,15.15,0.86,44.59
37762,2023-03-10,3,63,2,20.15,1.84,38.46
37763,2024-12-08,19,46,3,30.48,3.64,87.8
37764,2023-12-26,12,25,1,18.58,2.89,15.69
37765,2024-08-08,3,70,5,35.53,5.55,172.1
37766,2023-12-07,20,58,2,20.63,2.08,39.18
37767,2022-03-05,2,21,5,6.97,0.62,34.23
37768,2024-07-04,5,62,1,25.71,0.13,25.58
37769,2022-07-07,6,13,3,6.61,0.42,19.41
37770,2022-04-25,20,27,5,29.45,2.32,144.93
37771,2023-03-02,12,51,1,19.53,3.69,15.84
37772,2023-06-07,14,74,4,43.36,3.96,169.48
37773,2023-08-03,2,67,3,33.78,2.25,99.09
37774,2024-08-06,9,53,3,30.62,1.29,90.57
37775,2024-01-19,8,41,4,15.61,2.95,59.49
37776,2023-06-22,12,85,1,33.9,1.14,32.76
37777,2022-04-06,12,21,3,6.97,1.12,19.79
37778,2024-05-26,17,52,4,27.47,5.05,104.83
37779,2024-11-26,20,8,5,21.65,4.1,104.15
37780,2024-02-02,14,39,4,32.78,2.49,128.63
37781,2023-04-20,7,66,3,23.76,0.11,71.17
37782,2022-12-29,15,60,1,8.24,1.48,6.76
37783,2023-01-24,19,25,1,18.58,0.38,18.2
37784,2022-06-17,12,5,3,18.65,3.54,52.41
37785,2022-02-15,19,95,4,24.14,4.8,91.76
37786,2023-05-23,11,36,3,38.04,2.82,111.3
37787,2023-01-23,19,99,4,27.38,0.06,109.46
37788,2023-02-17,20,90,1,25.24,4.13,21.11
37789,2022-06-14,12,6,5,34.57,3.72,169.13
37790,2023-08-03,14,8,1,21.65,1.5,20.15
37791,2024-06-25,7,17,2,45.83,8.03,83.63
37792,2024-12-02,6,55,5,37.66,4.35,183.95
37793,2023-01-12,10,30,5,10.63,1.19,51.96
37794,2024-10-20,5,47,2,48.84,2.44,95.24
37795,2022-08-22,6,46,5,30.48,2.38,150.02
37796,2023-11-04,14,48,4,11.99,1.04,46.92
37797,2022-07-18,3,9,5,28.54,1.07,141.63
37798,2022-01-22,8,5,2,18.65,0.57,36.73
37799,2023-09-07,5,74,3,43.36,5.03,125.05
37800,2022-05-11,11,65,1,45.47,3.84,41.63
37801,2024-06-13,18,63,2,20.15,1.65,38.65
37802,2024-09-21,19,26,2,13.84,2.37,25.31
37803,2023-11-24,18,77,3,34.42,4.34,98.92
37804,2024-02-16,16,38,5,6.34,1.14,30.56
37805,2023-11-17,16,61,1,39.42,6.51,32.91
37806,2023-06-21,4,63,5,20.15,2.86,97.89
37807,2023-09-16,1,17,4,45.83,1.54,181.78
37808,2023-03-04,12,65,4,45.47,8.66,173.22
